,region,model,accuracy,score,loss,perplexity
243,HC-FR1,balmMoE,1.0,0.9945365142822266,2.4607970772194676e-05,1.0063095140457152
244,HC-FR1,balmMoE,1.0,0.9999077820777893,3.053948967135511e-05,1.000092248916626
245,HC-FR1,balmMoE,1.0,0.9998278284072876,3.8057827623561025e-05,1.0001722526550294
246,HC-FR1,balmMoE,1.0,0.9999483513832093,2.47009884333238e-05,1.0000516557693482
247,HC-FR1,balmMoE,1.0,0.9999485182762146,1.829303801059723e-05,1.0000514888763428
248,HC-FR1,balmMoE,1.0,0.9970479774475097,2.1331097741494887e-05,1.0031763315200806
249,HC-FR1,balmMoE,1.0,0.993142671585083,3.12923475576099e-05,1.008257918357849
250,HC-FR1,balmMoE,1.0,0.9999610543251037,1.0758555617940146e-05,1.0000389528274536
251,HC-FR1,balmMoE,1.0,0.999957582950592,1.685458846623078e-05,1.0000424242019654
252,HC-FR1,balmMoE,1.0,0.9997087264060974,0.00012687676644418389,1.0002916145324707
253,HC-FR1,balmMoE,1.0,0.992143964767456,2.4270504582091235e-05,1.0097313165664672
254,HC-FR1,balmMoE,1.0,0.9998237133026123,2.8209546144353226e-05,1.0001767110824584
255,HC-FR1,balmMoE,1.0,0.999843316078186,5.020478056394495e-05,1.0001568031311034
256,HC-FR1,balmMoE,1.0,0.9999520206451415,1.424915808456717e-05,1.00004798412323
257,HC-FR1,balmMoE,1.0,0.9999225854873657,2.48894612013828e-05,1.0000774335861207
258,HC-FR1,balmMoE,1.0,0.9996686625480652,5.7606692280387506e-05,1.0003318500518799
259,HC-FR1,balmMoE,1.0,0.9999738168716431,1.4915564861439634e-05,1.000026183128357
260,HC-FR1,balmMoE,1.0,0.9998682117462159,7.556768832728267e-05,1.0001318407058717
261,HC-FR1,balmMoE,1.0,0.9962543845176697,4.936073673889041e-05,1.004111795425415
262,HC-FR1,balmMoE,1.0,0.9999657726287842,2.568902709754184e-05,1.0000342273712157
263,HC-FR1,balmMoE,1.0,0.9998983216285705,6.716265488648787e-05,1.0001016998291015
264,HC-FR1,balmMoE,1.0,0.9999068284034729,4.027954491903074e-05,1.0000931930541992
265,HC-FR1,balmMoE,1.0,0.9999317407608033,1.5661520592402667e-05,1.000068292617798
266,HC-FR1,balmMoE,1.0,0.9999262738227844,3.05625690089073e-05,1.0000737380981446
267,HC-FR1,balmMoE,1.0,0.9997203469276428,0.00011794754391303286,1.0002800846099853
268,HC-FR1,balmMoE,1.0,0.9999454069137573,1.9706969396793284e-05,1.0000546073913574
269,HC-FR1,balmMoE,1.0,0.999870843887329,4.2998133721994236e-05,1.0001292467117309
270,HC-FR1,balmMoE,1.0,0.9999634647369384,2.1030469724792056e-05,1.0000365352630616
271,HC-FR1,balmMoE,1.0,0.9999548435211182,1.3267011127027217e-05,1.000045166015625
272,HC-FR1,balmMoE,1.0,0.9997433733940124,8.31889919936657e-05,1.0002568578720092
273,HC-FR1,balmMoE,1.0,0.9999819326400757,1.3282933650771156e-05,1.0000180673599244
274,HC-FR1,balmMoE,1.0,0.9998012781143188,4.894936864729971e-05,1.0001988554000854
275,HC-FR1,balmMoE,1.0,0.9999403572082519,3.0343329854076728e-05,1.0000596523284913
276,HC-FR1,balmMoE,1.0,0.9999113464355469,4.1163388232234865e-05,1.0000886726379394
277,HC-FR1,balmMoE,1.0,0.9998853826522827,1.5519843145739287e-05,1.0001147747039796
278,HC-FR1,balmMoE,1.0,0.9999714016914367,1.1934980648220517e-05,1.000028600692749
279,HC-FR1,balmMoE,1.0,0.9997189283370972,8.213639375753701e-05,1.0002813196182252
280,HC-FR1,balmMoE,1.0,0.999948480129242,1.888750739453826e-05,1.000051531791687
281,HC-FR1,balmMoE,1.0,0.9938361787796021,2.153618697775528e-05,1.007267336845398
282,HC-FR1,balmMoE,1.0,0.9999308943748474,1.5320410966523923e-05,1.0000691318511963
283,HC-FR1,balmMoE,1.0,0.999947259426117,1.8071925296681002e-05,1.0000527477264405
284,HC-FR1,balmMoE,1.0,0.9999713921546936,1.7801066860556602e-05,1.0000286102294922
285,HC-FR1,balmMoE,1.0,0.9998930072784424,5.193124889046885e-05,1.0001070308685303
286,HC-FR1,balmMoE,1.0,0.9998911476135254,6.500414019683376e-05,1.000108880996704
287,HC-FR1,balmMoE,1.0,0.9995600390434265,0.00013369375665206462,1.0004405546188355
288,HC-FR1,balmMoE,1.0,0.9998151159286499,3.9772035961505026e-05,1.0001854038238525
